task_id,event_summary,first_public_at,evidence_url,content_sha256,evidence_rationale,manual_review_eligible,direction_link,reviewer
B-EARN-HK-20241029-0005,汇丰控股（0005）发布财报，EPS 实际 0.35，一致预期 0.29，surprise 19.58%。,2024-10-29T08:00:00Z,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/1029/2024102900157.pdf,4c478f4a7f0f6123f41122fc8bb40b27ea311a2ba2db47514ae3a3faec7cbaab,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2024-10-30 close,DeepFinEval audit
B-EARN-HK-20241113-0700,腾讯控股（0700）发布财报，EPS 实际 6.34，一致预期 5.7，surprise 11.17%。,2024-11-13T08:00:00Z,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/1113/2024111300327.pdf,feb53a86353377b146a7a671e2e762368e399ae2ec0d8949f4f3709b438e6003,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2024-11-14 close,DeepFinEval audit
B-EARN-HK-20241115-9988,阿里巴巴（9988）发布财报，EPS 实际 1.88，一致预期 1.91，surprise -1.76%。,2024-11-15T08:00:00Z,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/1115/2024111501175.pdf,61511d1fae8a05a761dbf7e03506d07d48358328b551b38f269a91959a0d9ad9,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2024-11-18 close,DeepFinEval audit
B-EARN-HK-20250218-0005,汇丰控股（0005）发布财报，EPS 实际 0.29，一致预期 0.21，surprise 38.76%。,2025-02-19T08:00:00Z,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0219/2025021900167.pdf,c2604e3de4d0abd75b5d0ba431f31598521eb605852b642132209eae2782c9a0,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2025-02-19 close,DeepFinEval audit
B-EARN-HK-20250220-9988,阿里巴巴（9988）发布财报，EPS 实际 2.67，一致预期 2.46，surprise 8.39%。,2025-02-20T08:00:00Z,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0220/2025022000639.pdf,423643d0071f1e025a438308e814ac25ae38c085f5cf62467a38a27f508a3257,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2025-02-21 close,DeepFinEval audit
B-EARN-HK-20250319-0700,腾讯控股（0700）发布财报，EPS 实际 5.91，一致预期 5.6，surprise 5.57%。,2025-03-19T08:00:00Z,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0319/2025031900336.pdf,f5d17a222c339cab559464b4d963e986dfd4ce9ca1338ce646c044567c7a1878,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2025-03-20 close,DeepFinEval audit
B-EARN-HK-20250429-0005,汇丰控股（0005）发布财报，EPS 实际 0.39，一致预期 0.33，surprise 16.77%。,2025-04-29T08:00:00Z,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0429/2025042900347.pdf,1de9d76c3af6edbb6a920b8fa9ceff9548c495c14203ddc04a9799f47a110956,Missing official event evidence.,是,observed up excess return available from 2025-04-30 close,DeepFinEval audit
B-EARN-HK-20250514-0700,腾讯控股（0700）发布财报，EPS 实际 6.58，一致预期 6.34，surprise 3.85%。,2025-05-14T08:00:00Z,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0514/2025051400273.pdf,d9dee97e3d430d859e276e21ae08b3876f321d429ece3a3acb26110af3bd49fd,Missing official event evidence.,是,observed up excess return available from 2025-05-15 close,DeepFinEval audit
B-EARN-HK-20250515-9988,阿里巴巴（9988）发布财报，EPS 实际 1.57，一致预期 1.53，surprise 2.49%。,2025-05-15T08:00:00Z,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0515/2025051500869.pdf,6bae5748c8ae9cf98be0f7fe6a779e635e937f3d33684e7423f398e418215c96,Missing official event evidence.,是,observed down excess return available from 2025-05-16 close,DeepFinEval audit
B-EARN-HK-20250730-0005,汇丰控股（0005）发布财报，EPS 实际 0.39，一致预期 0.33，surprise 16.77%。,2025-07-30T08:00:00Z,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0730/2025073000183.pdf,1a1b73d21a3bc02b4cd7185c004ae41fda6520744b19fad028394dcf0901aab3,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2025-07-31 close,DeepFinEval audit
B-EARN-HK-20250813-0700,腾讯控股（0700）发布财报，EPS 实际 6.79，一致预期 6.49，surprise 4.62%。,2025-08-13T08:00:00Z,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0813/2025081300261.pdf,9fdb0373b405d2beaecfe897e4b98ae0575b679803c61080c4d61a937f2f325a,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2025-08-14 close,DeepFinEval audit
B-EARN-HK-20250829-9988,阿里巴巴（9988）发布财报，EPS 实际 1.84，一致预期 1.88，surprise -1.88%。,2025-08-29T08:00:00Z,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0829/2025082901540.pdf,3ad77de2f03b192f49a1e49cddedf68a1ae60a9dcc8f5d3f5147a3b3971d4dfc,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2025-09-01 close,DeepFinEval audit
B-EARN-HK-20251028-0005,汇丰控股（0005）发布财报，EPS 实际 0.36，一致预期 0.34，surprise 5.26%。,2025-10-28T08:00:00Z,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1028/2025102800265.pdf,c201022805205a0a74e1096c89b4ad5ef6d353ee303142a73d34881e450549ba,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2025-10-30 close,DeepFinEval audit
B-EARN-HK-20251113-0700,腾讯控股（0700）发布财报，EPS 实际 7.58，一致预期 7.03，surprise 7.71%。,2025-11-13T08:00:00Z,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1113/2025111300286.pdf,2cfaa94023b11e842d898f23fb19fd9949af68c57630c61a4d47ae542cdaa4bf,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2025-11-14 close,DeepFinEval audit
B-EARN-HK-20251125-9988,阿里巴巴（9988）发布财报，EPS 实际 0.55，一致预期 0.73，surprise -25.09%。,2025-11-25T08:00:00Z,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1125/2025112501051.pdf,99efe41189d98138993f1e7943aa6cca1ab33ee504c1cfc30f65f4bad033c8f5,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2025-11-26 close,DeepFinEval audit
B-EARN-HK-20260225-0005,汇丰控股（0005）发布财报，EPS 实际 0.37，一致预期 0.28，surprise 31.91%。,2026-02-25T08:00:00Z,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0225/2026022500111.pdf,7c6aa1c7496c3382dc899391be4ced150afb0738517a71eeb0629bb5b6b3319a,Missing official event evidence.,是,observed up excess return available from 2026-02-26 close,DeepFinEval audit
B-EARN-HK-20260318-0700,腾讯控股（0700）发布财报，EPS 实际 6.97，一致预期 6.86，surprise 1.48%。,2026-03-18T08:00:00Z,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0318/2026031800388.pdf,b44ff0a1bf467361b70cc0046a5bd2245d927ce69e536d32ac883ea992640f3d,Missing official event evidence.,是,observed down excess return available from 2026-03-19 close,DeepFinEval audit
B-EARN-HK-20260319-9988,阿里巴巴（9988）发布财报，EPS 实际 0.89，一致预期 1.39，surprise -35.92%。,2026-03-19T08:00:00Z,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0319/2026031900801.pdf,6d155a0617c40327e773ccb5b9a8cf34516359f50fc1768b4c9764af135b3277,Missing official event evidence.,是,observed down excess return available from 2026-03-20 close,DeepFinEval audit
B-EARN-US-20220714-JPM,JPMorgan（JPM）发布财报，EPS 实际 2.76，一致预期 2.9，surprise -4.76%。,2022-07-14T20:00:00Z,https://www.sec.gov/Archives/edgar/data/19617/000001961722000412/jpm-20220714.htm,4cf2eb08c929a9c638f3fb6cba5cf9effb58b67f1d3513ea586b65b7707a72db,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2022-07-15 close,DeepFinEval audit
B-EARN-US-20220726-MSFT,Microsoft（MSFT）发布财报，EPS 实际 2.23，一致预期 2.29，surprise -2.69%。,2022-07-26T20:00:00Z,https://www.sec.gov/Archives/edgar/data/789019/000119312522202034/d372382d8k.htm,104640700871d16959922f4a9b26e528d862aee97280f25a2a89e22c2e10ea30,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2022-07-27 close,DeepFinEval audit
B-EARN-US-20220728-AAPL,Apple（AAPL）发布财报，EPS 实际 1.2，一致预期 1.15，surprise 3.93%。,2022-07-28T20:00:00Z,https://www.sec.gov/Archives/edgar/data/320193/000032019322000069/aapl-20220728.htm,2499c0c1d10f6fe8c3b74db49725f7bb8a336150d35b2d55ebad78cd86187524,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2022-07-29 close,DeepFinEval audit
B-EARN-US-20230113-JPM,JPMorgan（JPM）发布财报，EPS 实际 3.57，一致预期 3.1，surprise 15.04%。,2023-01-13T21:00:00Z,https://www.sec.gov/Archives/edgar/data/19617/000001961723000077/jpm-20230113.htm,8a22cd7f1cdb1e180314919ae72ccc51d18ded5c3ff6ae8b1c4caa354fb12560,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2023-01-17 close,DeepFinEval audit
B-EARN-US-20230124-MSFT,Microsoft（MSFT）发布财报，EPS 实际 2.32，一致预期 2.32，surprise 0.21%。,2023-01-24T21:00:00Z,https://www.sec.gov/Archives/edgar/data/789019/000119312523014230/d406070d8k.htm,40a2fe5444e4f904b67fe743b7b9439d9e4b784f56099301ae431d836b5cbad9,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2023-01-25 close,DeepFinEval audit
B-EARN-US-20230202-AAPL,Apple（AAPL）发布财报，EPS 实际 1.88，一致预期 1.95，surprise -3.78%。,2023-02-02T21:00:00Z,https://www.sec.gov/Archives/edgar/data/320193/000032019323000005/aapl-20230202.htm,03727dfef5936d5369bd5ac6d6d1a42bef86cb616ea4a18c7d588ab767b234b1,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2023-02-03 close,DeepFinEval audit
B-EARN-US-20230414-JPM,JPMorgan（JPM）发布财报，EPS 实际 4.1，一致预期 3.37，surprise 21.69%。,2023-04-14T20:00:00Z,https://www.sec.gov/Archives/edgar/data/19617/000001961723000297/jpm-20230414.htm,f3ccf3022ef03030af2276724c5ded036572e18d42b4054d6b4df4494b82010e,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2023-04-17 close,DeepFinEval audit
B-EARN-US-20230425-MSFT,Microsoft（MSFT）发布财报，EPS 实际 2.45，一致预期 2.23，surprise 9.77%。,2023-04-25T20:00:00Z,https://www.sec.gov/Archives/edgar/data/789019/000119312523115280/d321368d8k.htm,0655e9f8c4136cd5753a3780dfc1d5e3b1df38e3bdd619abe69717ae5b0756da,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2023-04-26 close,DeepFinEval audit
B-EARN-US-20230504-AAPL,Apple（AAPL）发布财报，EPS 实际 1.52，一致预期 1.43，surprise 6.37%。,2023-05-04T20:00:00Z,https://www.sec.gov/Archives/edgar/data/320193/000032019323000063/aapl-20230504.htm,558b1139b8c3d37b1faacf97d8d44d2c367f9b1acbcfe9a5ea22d721af341b75,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2023-05-05 close,DeepFinEval audit
B-EARN-US-20230714-JPM,JPMorgan（JPM）发布财报，EPS 实际 4.75，一致预期 3.76，surprise 26.46%。,2023-07-14T20:00:00Z,https://www.sec.gov/Archives/edgar/data/19617/000001961723000428/jpm-20230714.htm,480adff8840750447795394c18b8a038974f216c1ff5d2c81cf2aa748a6da113,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2023-07-17 close,DeepFinEval audit
B-EARN-US-20230725-MSFT,Microsoft（MSFT）发布财报，EPS 实际 2.69，一致预期 2.55，surprise 5.59%。,2023-07-25T20:00:00Z,https://www.sec.gov/Archives/edgar/data/789019/000095017023034400/msft-20230725.htm,17b55c8fa3f2f47e0923e1431192984643dc4175b082376dbaf25c3a10edc95d,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2023-07-26 close,DeepFinEval audit
B-EARN-US-20230803-AAPL,Apple（AAPL）发布财报，EPS 实际 1.26，一致预期 1.19，surprise 5.66%。,2023-08-03T20:00:00Z,https://www.sec.gov/Archives/edgar/data/320193/000032019323000075/aapl-20230803.htm,0beee77ed6003e18fd21b2f987a76190fc29776ec6aeae8ea66d0e6d7420926f,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2023-08-04 close,DeepFinEval audit
B-EARN-US-20231013-JPM,JPMorgan（JPM）发布财报，EPS 实际 4.33，一致预期 3.97，surprise 9.01%。,2023-10-13T20:00:00Z,https://www.sec.gov/Archives/edgar/data/19617/000001961723000510/jpm-20231013.htm,cb1f11a43bb1370a0e3ccccd1614ab757e5b5e1699089b6956d703572bc88693,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2023-10-16 close,DeepFinEval audit
B-EARN-US-20231024-MSFT,Microsoft（MSFT）发布财报，EPS 实际 2.99，一致预期 2.65，surprise 12.85%。,2023-10-24T20:00:00Z,https://www.sec.gov/Archives/edgar/data/789019/000095017023054848/msft-20231024.htm,111f838ecdaea1dd53b4e319c134ada05c8b275f58d88eb12a665053d4fdb76a,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2023-10-25 close,DeepFinEval audit
B-EARN-US-20231102-AAPL,Apple（AAPL）发布财报，EPS 实际 1.46，一致预期 1.39，surprise 4.93%。,2023-11-02T20:00:00Z,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/aapl-20230930.htm,bda1f34435199672c16ecdf2034c650872d2cac8399ed0d179fc25450b080b90,Missing official event evidence.,是,observed up excess return available from 2023-11-03 close,DeepFinEval audit
B-EARN-US-20240112-JPM,JPMorgan（JPM）发布财报，EPS 实际 3.04，一致预期 3.6，surprise -15.65%。,2024-01-12T21:00:00Z,https://www.sec.gov/Archives/edgar/data/19617/000001961724000049/jpm-20240112.htm,0a3b076676eaeb1991cc46baa1a9e687064028c0159ad9a80793768d5b479d2b,Missing official event evidence.,是,observed down excess return available from 2024-01-16 close,DeepFinEval audit
B-EARN-US-20240130-MSFT,Microsoft（MSFT）发布财报，EPS 实际 2.93，一致预期 2.77，surprise 5.83%。,2024-01-30T21:00:00Z,https://www.sec.gov/Archives/edgar/data/789019/000095017024008809/msft-20240130.htm,70034572e48a07a22990d0695b9df41549a495071a1085a1d6abfa53c40955ff,Missing official event evidence.,是,observed down excess return available from 2024-01-31 close,DeepFinEval audit
B-EARN-US-20240201-AAPL,Apple（AAPL）发布财报，EPS 实际 2.18，一致预期 2.11，surprise 3.55%。,2024-02-01T21:00:00Z,https://www.sec.gov/Archives/edgar/data/320193/000032019324000005/aapl-20240201.htm,a955f8afbc4f914c3bb45412ff4054e385a8e1bdd2d77491f2654c0a326cd73f,Missing official event evidence.,是,observed up excess return available from 2024-02-02 close,DeepFinEval audit
B-EARN-US-20240412-JPM,JPMorgan（JPM）发布财报，EPS 实际 4.44，一致预期 4.13，surprise 7.40%。,2024-04-12T20:00:00Z,https://www.sec.gov/Archives/edgar/data/19617/000001961724000318/jpm-20240412.htm,b3d887d44e46e19ddbbcd0879867fe90e4a55c9407e3304c84d6c8e9e2d6794e,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2024-04-15 close,DeepFinEval audit
B-EARN-US-20240425-MSFT,Microsoft（MSFT）发布财报，EPS 实际 2.94，一致预期 2.84，surprise 3.40%。,2024-04-25T20:00:00Z,https://www.sec.gov/Archives/edgar/data/789019/000095017024048268/msft-20240425.htm,b316975388673fbb8639518e8ac064d7473dff1c817bfa21c71bfb3008fa8662,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2024-04-26 close,DeepFinEval audit
B-EARN-US-20240502-AAPL,Apple（AAPL）发布财报，EPS 实际 1.53，一致预期 1.5，surprise 2.05%。,2024-05-02T20:00:00Z,https://www.sec.gov/Archives/edgar/data/320193/000032019324000067/aapl-20240502.htm,c36fe35420fc62f759d67b82165b0f93d26a42e9a30474cdda5fee003291b857,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2024-05-03 close,DeepFinEval audit
B-EARN-US-20240730-MSFT,Microsoft（MSFT）发布财报，EPS 实际 2.95，一致预期 2.94，surprise 0.23%。,2024-07-30T20:00:00Z,https://www.sec.gov/Archives/edgar/data/789019/000095017024087835/msft-20240730.htm,195a23beedb322c99c7ea41a8a212c971634047d548e0b7ce4d40555f69bbd87,Missing official event evidence.,是,observed down excess return available from 2024-07-31 close,DeepFinEval audit
B-EARN-US-20240801-AAPL,Apple（AAPL）发布财报，EPS 实际 1.4，一致预期 1.34，surprise 4.36%。,2024-08-01T20:00:00Z,https://www.sec.gov/Archives/edgar/data/320193/000032019324000080/aapl-20240801.htm,01fdeb386b37cd3f7961457fe5d309a6301c31f9c7d9361cc04d49775069e1b9,Missing official event evidence.,是,observed down excess return available from 2024-08-02 close,DeepFinEval audit
B-EARN-US-20241011-JPM,JPMorgan（JPM）发布财报，EPS 实际 4.37，一致预期 3.99，surprise 9.63%。,2024-10-11T20:00:00Z,https://www.sec.gov/Archives/edgar/data/19617/000001961724000558/jpm-20241011.htm,3ae9d2e0a745c78bae24696f08b05e47779ad86f84599a062dd4682dfb4a7db8,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2024-10-14 close,DeepFinEval audit
B-EARN-US-20241030-MSFT,Microsoft（MSFT）发布财报，EPS 实际 3.3，一致预期 3.11，surprise 6.13%。,2024-10-30T20:00:00Z,https://www.sec.gov/Archives/edgar/data/789019/000095017024118955/msft-20241030.htm,c573613e0efff5c0ae53906b8b3a8c46fa42304f642badfbc5cb0504fb0a5c91,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2024-10-31 close,DeepFinEval audit
B-EARN-US-20241031-AAPL,Apple（AAPL）发布财报，EPS 实际 0.97，一致预期 0.95，surprise 2.48%。,2024-10-31T20:00:00Z,https://www.sec.gov/Archives/edgar/data/320193/000032019324000120/aapl-20241031.htm,a971a9907cdebd66760426fc9fbd5beafa1331f55f92dcd040aa32603194afe6,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2024-11-01 close,DeepFinEval audit
B-EARN-US-20250115-JPM,JPMorgan（JPM）发布财报，EPS 实际 4.81，一致预期 4.04，surprise 19.18%。,2025-01-15T21:00:00Z,https://www.sec.gov/Archives/edgar/data/19617/000001961725000042/jpm-20250115.htm,7eedce36e15ba2f9ab3c3775246997f315adca32d32f97b4d010682d158c981b,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2025-01-16 close,DeepFinEval audit
B-EARN-US-20250129-MSFT,Microsoft（MSFT）发布财报，EPS 实际 3.23，一致预期 3.12，surprise 3.47%。,2025-01-29T21:00:00Z,https://www.sec.gov/Archives/edgar/data/789019/000095017025010484/msft-20250129.htm,16dda0442a395c514716274c4cc7736c2a2790ec28bf4de65d9b14650932ee1e,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2025-01-30 close,DeepFinEval audit
B-EARN-US-20250130-AAPL,Apple（AAPL）发布财报，EPS 实际 2.4，一致预期 2.34，surprise 2.52%。,2025-01-30T21:00:00Z,https://www.sec.gov/Archives/edgar/data/320193/000032019325000007/aapl-20250130.htm,f8c691803289773c61cd14a59e5c15e989377a929218cc27c9b8895e005a5cb0,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2025-01-31 close,DeepFinEval audit
B-EARN-US-20250411-JPM,JPMorgan（JPM）发布财报，EPS 实际 5.07，一致预期 4.64，surprise 9.15%。,2025-04-11T20:00:00Z,https://www.sec.gov/Archives/edgar/data/19617/000001961725000334/jpm-20250411.htm,d8998c934deb402fc9538edcae37c4b4866214ec8b4d46b23a6dc65e7b85cd85,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2025-04-14 close,DeepFinEval audit
B-EARN-US-20250430-MSFT,Microsoft（MSFT）发布财报，EPS 实际 3.46，一致预期 3.22，surprise 7.40%。,2025-04-30T20:00:00Z,https://www.sec.gov/Archives/edgar/data/789019/000095017025061032/msft-20250430.htm,def1542b41b448924e8096cf423ea09097ee3e90fef10f5cf234b3a670c00781,Missing official event evidence.,是,observed up excess return available from 2025-05-01 close,DeepFinEval audit
B-EARN-US-20250501-AAPL,Apple（AAPL）发布财报，EPS 实际 1.65，一致预期 1.62，surprise 1.69%。,2025-05-01T20:00:00Z,https://www.sec.gov/Archives/edgar/data/320193/000032019325000055/aapl-20250501.htm,1ea2dd64136c1ebc4e2b87c573ee8797f0091b5e0b46215c0c1daf51c3099ecb,Missing official event evidence.,是,observed down excess return available from 2025-05-02 close,DeepFinEval audit
B-EARN-US-20250715-JPM,JPMorgan（JPM）发布财报，EPS 实际 4.96，一致预期 4.48，surprise 10.62%。,2025-07-15T20:00:00Z,https://www.sec.gov/Archives/edgar/data/19617/000001961725000518/jpm-20250715.htm,a3876401494109f31af84c6e389a19ad6f078e919d73d60aebb8b417e72aa88b,Missing official event evidence.,是,observed down excess return available from 2025-07-16 close,DeepFinEval audit
B-EARN-US-20250730-MSFT,Microsoft（MSFT）发布财报，EPS 实际 3.65，一致预期 3.38，surprise 8.09%。,2025-07-30T20:00:00Z,https://www.sec.gov/Archives/edgar/data/789019/000095017025100226/msft-20250730.htm,2b6e1ff764c01ed0b6ee708cad6f222d77b8bacd75f485234c1dcc8f90223982,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2025-07-31 close,DeepFinEval audit
B-EARN-US-20250731-AAPL,Apple（AAPL）发布财报，EPS 实际 1.57，一致预期 1.43，surprise 10.12%。,2025-07-31T20:00:00Z,https://www.sec.gov/Archives/edgar/data/320193/000032019325000071/aapl-20250731.htm,235b558e3558f888ff7d6db3d151e2c0439a9fe7d22adb5275667546ce898bf9,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2025-08-01 close,DeepFinEval audit
B-EARN-US-20251014-JPM,JPMorgan（JPM）发布财报，EPS 实际 5.07，一致预期 4.87，surprise 4.01%。,2025-10-14T20:00:00Z,https://www.sec.gov/Archives/edgar/data/19617/000162828025044887/jpm-20251014.htm,75b517f4cf38bc7d900c2fdeeb5e50cd390efb409d210e32de1a2e0459cdab01,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2025-10-15 close,DeepFinEval audit
B-EARN-US-20251029-MSFT,Microsoft（MSFT）发布财报，EPS 实际 4.13，一致预期 3.66，surprise 12.73%。,2025-10-29T20:00:00Z,https://www.sec.gov/Archives/edgar/data/789019/000119312525256310/msft-20251028.htm,895ca197eb05686f88ab2fc051759a836e6b958ab3f841f3f1ba6a352a52f777,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2025-10-30 close,DeepFinEval audit
B-EARN-US-20251030-AAPL,Apple（AAPL）发布财报，EPS 实际 1.85，一致预期 1.77，surprise 4.52%。,2025-10-30T20:30:35Z,https://www.sec.gov/Archives/edgar/data/320193/000032019325000077/a8-kex991q4202509272025.htm,cb1251d269cdd6be172df60966044d714dee2cc811945f121c59c591a2db4d70,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2025-10-31 close,DeepFinEval audit
B-EARN-US-20260113-JPM,JPMorgan（JPM）发布财报，EPS 实际 4.63，一致预期 4.82，surprise -3.91%。,2026-01-13T21:00:00Z,https://www.sec.gov/Archives/edgar/data/19617/000162828026001902/jpm-20260113.htm,69381dc93e670019b0fe51645824ec248608df49d2d8c3e1eddf009b3e96de73,Missing official event evidence.,是,observed down excess return available from 2026-01-14 close,DeepFinEval audit
B-EARN-US-20260128-MSFT,Microsoft（MSFT）发布财报，EPS 实际 4.14，一致预期 3.92，surprise 5.69%。,2026-01-28T21:00:00Z,https://www.sec.gov/Archives/edgar/data/789019/000119312526027207/msft-20251231.htm,a60bb6a0747938e4903d5b30f2c73fec2e58cb09edeb34dbacb2c84b19bc448d,Missing official event evidence.,是,observed down excess return available from 2026-01-29 close,DeepFinEval audit
B-EARN-US-20260129-AAPL,Apple（AAPL）发布财报，EPS 实际 2.84，一致预期 2.67，surprise 6.34%。,2026-01-29T21:00:00Z,https://www.sec.gov/Archives/edgar/data/320193/000032019326000005/aapl-20260129.htm,301f942f215a4d3a4f1cafa2d0149942a15b79ee87abbf6a63e661038a660a9a,Missing official event evidence.,是,observed up excess return available from 2026-01-30 close,DeepFinEval audit
B-EARN-US-20260414-JPM,JPMorgan（JPM）发布财报，EPS 实际 5.94，一致预期 5.51，surprise 7.78%。,2026-04-14T20:00:00Z,https://www.sec.gov/Archives/edgar/data/19617/000162828026025013/jpm-20260414.htm,2507250d66160397e5cf213579ec095f9279000e71fb08b75a226d8246d4dc1d,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2026-04-15 close,DeepFinEval audit
B-EARN-US-20260429-MSFT,Microsoft（MSFT）发布财报，EPS 实际 4.27，一致预期 4.07，surprise 4.90%。,2026-04-29T20:00:00Z,https://www.sec.gov/Archives/edgar/data/789019/000119312526191457/msft-20260429.htm,89affc05f64dfba4be06fbde2f7528eb4f6ffa795ac0bb510e5a2e1c79168feb,Official event disclosure matched to the earnings announcement date.,是,observed down excess return available from 2026-04-30 close,DeepFinEval audit
B-EARN-US-20260430-AAPL,Apple（AAPL）发布财报，EPS 实际 2.01，一致预期 1.94，surprise 3.46%。,2026-04-30T20:00:00Z,https://www.sec.gov/Archives/edgar/data/320193/000032019326000011/aapl-20260430.htm,d41d9fd1203ebc6cefdeb027f81627994a0f3392e6cc76aaccfd00bf5261060b,Official event disclosure matched to the earnings announcement date.,是,observed up excess return available from 2026-05-01 close,DeepFinEval audit
B-MACRO-CN_A-20241018-GDP-601398,国家统计局公布2024年前三季度GDP同比增长4.8%，其中第三季度同比增长4.6%、环比增长0.9%。,2024-10-18T02:00:00Z,https://www.stats.gov.cn/zwfwck/sjfb/202410/t20241018_1957044.html,1ba0684aa174c070d90c664a68b7b742326f49d612e77706a3946e816046630e,Missing official event evidence.,是,observed up excess return available from 2024-10-18 close,DeepFinEval audit
B-MACRO-CN_A-20241109-CPI-601318,国家统计局公布2024年10月CPI：同比上涨0.3%，环比下降0.3%。,2024-11-09T01:30:00Z,https://www.stats.gov.cn/sj/zxfb/202411/t20241109_1957353.html,384012d93bc45eaeb07837c2dd2793281a766aa879b1a2cacf331cdcc9ac28a1,Missing official event evidence.,是,observed down excess return available from 2024-11-11 close,DeepFinEval audit
B-MACRO-CN_A-20241130-PMI-300750,国家统计局公布2024年11月制造业PMI为50.3%，比上月上升0.2个百分点。,2024-11-30T01:30:00Z,https://www.stats.gov.cn/sj/zxfb/202411/t20241130_1957624.html,02757871f581c935114c4556119c4dbd17be18bf75c4eaaa690a1d6152a2d60f,Missing official event evidence.,是,observed up excess return available from 2024-12-02 close,DeepFinEval audit
B-MACRO-CN_A-20250109-CPI-600519,国家统计局公布2024年12月CPI，反映内需与价格修复节奏。,2025-01-09T01:30:00Z,https://www.stats.gov.cn/sj/zxfb/202501/t20250109_1958170.html,,Official event URL present but fetch failed: The read operation timed out,否,observed up excess return available from 2025-01-09 close,DeepFinEval audit
B-MACRO-CN_A-20250127-PMI-601318,国家统计局公布2025年1月制造业PMI，数据用于观察景气扩张强度。,2025-01-27T01:30:00Z,https://www.stats.gov.cn/sj/zxfb/202501/t20250127_1958493.html,,Official event URL present but fetch failed: The read operation timed out,否,observed down excess return available from 2025-01-27 close,DeepFinEval audit
